cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
935,30,Male,Abu Dhabi,Gold,MobileApp,2023-09-30
938,35,Male,Dubai,Silver,Website,2023-02-10
940,40,Male,Dubai,Silver,Store,2024-06-26
941,25,Male,Abu Dhabi,Silver,Website,2022-12-11
942,40,Female,Dubai,Silver,Store,2023-04-29
943,30,Male,Dubai,Gold,MobileApp,2023-01-09
946,25,Female,Dubai,Silver,MobileApp,2021-12-23
949,40,Female,Sharjah,Silver,Website,2024-12-01
950,30,Female,Sharjah,Silver,Store,2025-07-29
952,20,Male,Dubai,Platinum,Website,2021-01-10
956,20,Male,Dubai,Silver,Amazon.ae,2022-06-15
957,30,Male,Dubai,Gold,Website,2025-04-08
962,25,Female,Sharjah,Silver,Website,2023-10-15
967,40,Female,Dubai,Gold,Store,2021-07-26
968,25,Female,Dubai,Gold,Website,2023-04-30
970,30,Male,Dubai,Gold,Noon,2025-10-01
971,20,Female,Sharjah,Silver,Website,2025-03-14
972,25,Male,Dubai,Silver,MobileApp,2023-06-03
973,25,Female,Dubai,Gold,Amazon.ae,2021-03-24
974,18,Male,Abu Dhabi,Silver,Website,2021-11-13
978,30,Male,Abu Dhabi,Platinum,Noon,2023-01-19
979,25,Male,Dubai,Silver,Website,2025-05-24
980,50,Male,Sharjah,Gold,Amazon.ae,2025-09-16
981,25,Female,Dubai,Silver,Store,2022-09-22
984,40,Male,Dubai,Gold,Store,2022-08-23
986,40,Male,Dubai,Silver,Store,2025-04-05
987,30,Female,Abu Dhabi,Platinum,Website,2025-07-01
988,30,Female,Dubai,Gold,Website,2023-04-21
989,20,Female,Dubai,Silver,Store,2025-03-05
991,35,Male,Dubai,Silver,Amazon.ae,2024-07-19
992,30,Male,Dubai,Silver,Store,2021-11-27
993,25,Male,Abu Dhabi,Gold,Store,2022-09-02
997,35,Male,Sharjah,Silver,Store,2022-01-24
998,20,Male,Dubai,Silver,Store,2023-08-29
1000,35,Female,Dubai,Silver,Website,2021-05-17
1001,55,Female,Sharjah,Silver,Website,2024-10-16
1002,18,Female,Dubai,Gold,MobileApp,2021-10-09
1004,25,Female,Dubai,Silver,Store,2023-10-16
1008,20,Female,Abu Dhabi,Silver,MobileApp,2023-10-02
1009,25,Male,Abu Dhabi,Gold,Website,2022-07-22
1010,40,Male,Sharjah,Gold,Website,2024-02-12
1011,25,Male,Dubai,Silver,Website,2023-12-28
1014,30,Male,Sharjah,Gold,MobileApp,2025-03-23
1017,50,Male,Sharjah,Gold,Website,2023-05-25
1021,25,Male,Dubai,Silver,MobileApp,2023-08-14
1025,55,Female,Dubai,Silver,MobileApp,2023-12-09
1027,50,Female,Sharjah,Silver,Website,2025-02-20
1030,25,Male,Dubai,Silver,Store,2021-05-02
1034,35,Male,Dubai,Silver,Noon,2021-01-28
1039,35,Male,Sharjah,Silver,Amazon.ae,2025-09-26
1041,20,Male,Dubai,Silver,Website,2023-11-25
1043,20,Male,Abu Dhabi,Platinum,Store,2024-02-12
1045,45,Female,Abu Dhabi,Silver,MobileApp,2021-02-21
1046,30,Male,Dubai,Silver,Website,2021-04-26
1047,30,Female,Sharjah,Silver,MobileApp,2021-02-16
1050,35,Male,Dubai,Silver,Store,2021-04-11
1054,18,Male,Dubai,Silver,Store,2023-11-25
1055,30,Female,Dubai,Silver,MobileApp,2023-09-28
1056,30,Male,Dubai,Silver,Store,2021-12-25
1058,50,Male,Abu Dhabi,Silver,Amazon.ae,2023-03-11
1059,40,Male,Abu Dhabi,Silver,Website,2023-10-23
1061,30,Female,Sharjah,Silver,Store,2024-07-19
1063,35,Female,Dubai,Gold,Store,2022-03-11
1064,30,Female,Abu Dhabi,Silver,Website,2025-01-14
1065,18,Female,Sharjah,Silver,Website,2022-08-27
1066,30,Male,Abu Dhabi,Gold,Store,2025-10-23
1067,40,Female,Abu Dhabi,Gold,Store,2022-07-20
1069,18,Male,Sharjah,Gold,MobileApp,2021-08-16
1070,40,Female,Dubai,Silver,Store,2022-06-29
1071,20,Male,Dubai,Silver,MobileApp,2024-05-22
1073,20,Male,Sharjah,Gold,Amazon.ae,2021-09-05
1074,25,Male,Dubai,Gold,Store,2024-12-02
1076,30,Male,Dubai,Silver,Amazon.ae,2025-05-19
1077,20,Female,Dubai,Gold,Store,2021-11-10
1079,45,Male,Dubai,Silver,Amazon.ae,2021-02-06
1082,30,Female,Abu Dhabi,Silver,Store,2023-09-07
1083,60,Female,Dubai,Gold,MobileApp,2021-03-25
1085,18,Male,Abu Dhabi,Silver,Amazon.ae,2024-01-23
1086,18,Female,Abu Dhabi,Gold,Website,2024-12-09
1088,50,Male,Dubai,Platinum,Store,2022-12-20
1090,30,Male,Dubai,Gold,Website,2024-12-15
1093,40,Male,Abu Dhabi,Silver,Website,2022-08-10
1094,25,Male,Abu Dhabi,Platinum,Website,2024-02-26
1097,20,Female,Dubai,Platinum,Store,2023-11-28
1099,25,Male,Abu Dhabi,Gold,Amazon.ae,2024-02-03
1100,40,Female,Dubai,Platinum,Website,2021-06-14
1102,35,Male,Sharjah,Silver,Website,2025-04-17
1103,40,Male,Abu Dhabi,Silver,MobileApp,2021-07-31
1106,30,Male,Dubai,Gold,MobileApp,2021-05-12
1107,20,Female,Sharjah,Gold,Store,2024-03-21
1113,25,Female,Dubai,Gold,Website,2023-11-06
1119,35,Male,Sharjah,Gold,Amazon.ae,2025-09-16
1120,20,Female,Dubai,Silver,Noon,2024-06-22
1121,25,Female,Dubai,Silver,Amazon.ae,2023-09-05
1123,18,Female,Abu Dhabi,Silver,Noon,2022-08-17
1124,45,Female,Abu Dhabi,Silver,MobileApp,2022-10-05
1127,55,Male,Abu Dhabi,Silver,Noon,2022-03-31
1128,25,Female,Sharjah,Gold,MobileApp,2025-05-29
1132,20,Male,Sharjah,Silver,Noon,2023-10-11
1133,45,Male,Abu Dhabi,Silver,Website,2024-03-29
1138,30,Male,Dubai,Silver,Store,2021-03-30
1139,35,Male,Dubai,Platinum,Store,2025-08-12
1141,18,Female,Abu Dhabi,Silver,Store,2021-01-06
1142,35,Female,Abu Dhabi,Gold,Store,2025-06-08
1143,20,Female,Dubai,Gold,Website,2023-08-03
1145,40,Female,Abu Dhabi,Gold,Website,2024-06-27
1147,35,Female,Abu Dhabi,Silver,Store,2024-12-10
1150,40,Female,Abu Dhabi,Gold,Store,2024-02-10
1154,40,Female,Dubai,Silver,Website,2022-06-14
1155,25,Female,Dubai,Silver,Website,2025-08-31
1157,35,Female,Dubai,Platinum,Noon,2024-01-11
1158,40,Female,Abu Dhabi,Gold,Store,2024-01-04
1160,20,Female,Dubai,Silver,Store,2025-01-23
1164,35,Female,Dubai,Silver,Website,2025-07-25
1165,35,Female,Dubai,Silver,Store,2022-01-22
1166,35,Male,Abu Dhabi,Gold,Store,2025-10-03
1167,25,Female,Abu Dhabi,Silver,Website,2021-12-29
1168,40,Female,Dubai,Platinum,Website,2024-08-12
1170,55,Male,Abu Dhabi,Platinum,Amazon.ae,2022-03-14
1171,35,Female,Sharjah,Gold,Store,2023-10-13
1172,20,Male,Abu Dhabi,Platinum,Store,2025-04-05
1173,35,Male,Abu Dhabi,Gold,Store,2025-06-17
1177,20,Male,Dubai,Silver,Store,2022-10-09
1178,45,Female,Sharjah,Silver,Store,2021-02-02
1179,20,Male,Abu Dhabi,Silver,MobileApp,2024-10-29
1183,35,Male,Dubai,Gold,Amazon.ae,2023-03-04
1184,30,Male,Dubai,Gold,Store,2024-02-06
1187,18,Female,Abu Dhabi,Silver,Store,2022-06-05
1189,35,Male,Dubai,Silver,Amazon.ae,2023-01-03
1191,45,Female,Abu Dhabi,Silver,Store,2022-02-06
1193,40,Male,Abu Dhabi,Silver,Amazon.ae,2021-04-09
1201,30,Male,Sharjah,Silver,Store,2022-08-18
1203,30,Female,Dubai,Silver,Website,2022-02-01
1213,25,Male,Dubai,Gold,Website,2025-04-08
1215,40,Male,Abu Dhabi,Gold,Website,2022-10-26
1216,40,Male,Abu Dhabi,Silver,Store,2021-09-01
1217,18,Male,Sharjah,Gold,Store,2021-08-29
1219,35,Male,Abu Dhabi,Gold,Amazon.ae,2024-07-20
1222,25,Female,Abu Dhabi,Gold,MobileApp,2025-09-28
1223,45,Female,Dubai,Gold,MobileApp,2025-04-08
1226,30,Male,Dubai,Silver,MobileApp,2025-07-15
1228,20,Male,Dubai,Silver,Website,2024-03-18
1229,18,Female,Abu Dhabi,Platinum,Store,2024-03-19
1230,30,Female,Dubai,Silver,MobileApp,2025-05-20
1231,25,Female,Dubai,Silver,Amazon.ae,2021-06-09
1234,25,Male,Dubai,Silver,Store,2023-10-28
1235,35,Male,Abu Dhabi,Silver,Store,2021-07-01
1236,18,Male,Sharjah,Gold,Store,2023-05-20
1237,50,Male,Dubai,Gold,Store,2023-08-24
1238,45,Male,Dubai,Gold,Amazon.ae,2025-03-30
1241,45,Female,Abu Dhabi,Silver,Amazon.ae,2024-08-30
1243,18,Female,Dubai,Gold,MobileApp,2021-06-23
1244,20,Male,Sharjah,Platinum,Store,2021-01-14
1247,30,Male,Sharjah,Silver,Amazon.ae,2025-10-25
1248,60,Male,Sharjah,Silver,MobileApp,2022-05-29
1253,30,Male,Dubai,Gold,Amazon.ae,2021-11-29
1257,35,Male,Abu Dhabi,Silver,Website,2021-06-12
1259,45,Male,Abu Dhabi,Silver,Store,2024-11-27
1260,30,Female,Abu Dhabi,Gold,Store,2024-01-08
1261,30,Male,Dubai,Silver,MobileApp,2025-01-10
1262,25,Male,Abu Dhabi,Platinum,Store,2023-10-29
1265,40,Male,Sharjah,Gold,MobileApp,2022-06-27
1266,35,Male,Dubai,Silver,Website,2022-02-18
1268,25,Male,Dubai,Silver,Store,2022-10-04
1269,35,Female,Abu Dhabi,Gold,MobileApp,2024-12-03
1271,30,Male,Dubai,Silver,Website,2021-01-22
1272,35,Male,Dubai,Silver,MobileApp,2025-07-20
1274,30,Male,Dubai,Silver,Store,2023-08-27
1275,20,Male,Sharjah,Silver,Amazon.ae,2025-09-01
1281,35,Male,Abu Dhabi,Silver,Store,2024-07-11
1282,30,Male,Abu Dhabi,Gold,Noon,2024-08-19
1284,18,Female,Dubai,Silver,Store,2022-12-25
1288,18,Female,Dubai,Gold,Website,2021-09-09
1289,20,Male,Dubai,Silver,MobileApp,2021-07-24
1290,25,Male,Abu Dhabi,Silver,MobileApp,2024-08-18
1291,55,Male,Abu Dhabi,Gold,MobileApp,2024-06-19
1294,20,Female,Dubai,Silver,Store,2023-12-21
1296,25,Male,Dubai,Gold,MobileApp,2024-08-18
1297,20,Male,Sharjah,Silver,Website,2025-02-04
1299,18,Male,Dubai,Silver,Store,2025-06-19
1302,18,Male,Abu Dhabi,Gold,MobileApp,2023-07-01
1305,40,Male,Sharjah,Silver,Store,2022-06-14
1306,30,Male,Abu Dhabi,Silver,MobileApp,2024-04-25
1307,30,Male,Dubai,Silver,Website,2024-05-20
1308,25,Female,Abu Dhabi,Silver,MobileApp,2023-11-25
1309,50,Male,Sharjah,Gold,Store,2024-03-16
1311,18,Female,Abu Dhabi,Silver,MobileApp,2025-04-20
1312,35,Male,Sharjah,Gold,Store,2025-05-31
1314,25,Male,Abu Dhabi,Silver,Website,2024-06-26
1315,30,Female,Abu Dhabi,Silver,Store,2021-02-26
1316,45,Male,Abu Dhabi,Silver,Website,2024-08-21
1318,35,Male,Dubai,Silver,Website,2025-10-15
1319,60,Male,Abu Dhabi,Silver,Noon,2021-12-27
1320,20,Female,Dubai,Gold,Store,2024-06-14
1322,25,Female,Dubai,Gold,Store,2021-08-11
1325,50,Male,Dubai,Silver,Website,2024-01-27
1330,55,Male,Abu Dhabi,Gold,Website,2022-04-23
1331,40,Male,Abu Dhabi,Silver,Website,2023-09-12
1333,35,Male,Sharjah,Gold,Store,2023-03-03
1334,18,Female,Dubai,Silver,Amazon.ae,2025-04-28
1335,25,Male,Abu Dhabi,Gold,MobileApp,2022-05-27
1338,35,Male,Sharjah,Platinum,MobileApp,2024-12-17
1341,30,Male,Dubai,Silver,Amazon.ae,2022-03-28
1342,25,Male,Abu Dhabi,Silver,Store,2024-08-06
1343,20,Female,Abu Dhabi,Silver,Amazon.ae,2025-10-26
1344,25,Male,Dubai,Silver,Amazon.ae,2024-02-17
1346,18,Male,Dubai,Gold,Store,2022-07-19
1347,18,Female,Dubai,Gold,Website,2023-01-02
1352,25,Male,Abu Dhabi,Gold,Store,2023-06-22
1353,30,Female,Dubai,Gold,Store,2025-01-10
1356,50,Male,Sharjah,Gold,Amazon.ae,2021-09-04
1357,35,Male,Dubai,Gold,Amazon.ae,2023-06-24
1361,50,Female,Sharjah,Silver,Store,2022-08-22
1362,18,Female,Abu Dhabi,Silver,Store,2023-05-15
1363,30,Male,Dubai,Gold,Noon,2025-01-12
1365,18,Female,Abu Dhabi,Silver,Website,2023-02-12
1369,30,Male,Abu Dhabi,Gold,Website,2022-07-04
1372,30,Female,Dubai,Platinum,Store,2024-04-25
1373,25,Male,Dubai,Gold,Amazon.ae,2025-03-29
1374,35,Female,Sharjah,Silver,Website,2024-05-31
1375,35,Female,Dubai,Silver,Store,2022-04-10
1376,40,Female,Dubai,Silver,Amazon.ae,2022-02-23
1381,25,Male,Dubai,Silver,Store,2021-06-22
1383,25,Female,Abu Dhabi,Platinum,Amazon.ae,2025-09-27
1385,40,Male,Dubai,Gold,Website,2025-02-28
1386,45,Male,Abu Dhabi,Gold,Store,2024-06-22
1387,50,Female,Abu Dhabi,Silver,Store,2023-07-29
1390,30,Male,Dubai,Gold,Store,2021-07-15
1391,25,Male,Abu Dhabi,Gold,Website,2021-03-03
1392,35,Female,Dubai,Silver,Store,2023-11-15
1396,20,Male,Sharjah,Gold,Website,2023-06-16
1398,20,Male,Sharjah,Gold,Store,2023-12-12
1399,45,Male,Sharjah,Silver,Website,2023-04-24
1400,25,Male,Dubai,Platinum,Store,2021-02-09
1402,18,Female,Dubai,Gold,Store,2022-12-29
1406,18,Female,Abu Dhabi,Gold,Store,2023-02-27
1409,35,Male,Sharjah,Gold,Store,2024-02-04
1414,30,Female,Sharjah,Silver,Website,2021-07-29
1415,35,Male,Abu Dhabi,Silver,MobileApp,2023-12-18
1416,20,Male,Sharjah,Silver,Store,2021-02-12
1417,30,Male,Dubai,Silver,Amazon.ae,2021-05-18
1418,18,Female,Sharjah,Silver,Website,2025-07-03
1421,25,Male,Dubai,Silver,Noon,2022-09-30
1423,18,Male,Abu Dhabi,Silver,Website,2022-12-27
1424,25,Female,Dubai,Gold,Website,2025-07-22
1425,20,Male,Sharjah,Platinum,Store,2024-11-13
1429,25,Male,Abu Dhabi,Silver,Store,2021-04-17
1431,20,Male,Dubai,Silver,Website,2021-11-23
1434,45,Female,Abu Dhabi,Silver,Store,2021-12-23
1435,35,Male,Sharjah,Platinum,Website,2022-08-18
1436,40,Male,Dubai,Platinum,Website,2022-05-16
1437,60,Male,Sharjah,Silver,Store,2024-07-31
1439,55,Male,Dubai,Silver,Store,2022-05-23
1440,25,Female,Sharjah,Silver,Amazon.ae,2025-10-24
1441,25,Male,Dubai,Silver,MobileApp,2021-04-16
1443,30,Male,Dubai,Silver,Store,2023-12-26
1444,20,Male,Dubai,Platinum,Amazon.ae,2021-07-14
1448,40,Female,Dubai,Silver,MobileApp,2023-10-06
1449,25,Male,Dubai,Silver,Amazon.ae,2022-06-21
1452,20,Male,Sharjah,Silver,Website,2023-04-27
1454,25,Male,Dubai,Silver,MobileApp,2022-12-10
1455,25,Male,Sharjah,Platinum,Store,2024-06-23
1456,55,Male,Abu Dhabi,Silver,Store,2023-03-19
1457,30,Male,Dubai,Silver,Store,2022-09-04
1458,25,Female,Sharjah,Silver,Amazon.ae,2024-04-16
1461,25,Female,Dubai,Platinum,Store,2022-09-23
1462,35,Male,Dubai,Silver,Amazon.ae,2024-04-03
1464,25,Male,Dubai,Silver,Noon,2021-07-16
1467,35,Female,Sharjah,Gold,MobileApp,2022-11-12
1468,30,Male,Abu Dhabi,Silver,Store,2021-03-17
1469,35,Male,Dubai,Silver,Noon,2024-12-20
1473,30,Female,Abu Dhabi,Platinum,Store,2023-05-11
1474,30,Male,Abu Dhabi,Silver,Website,2023-01-12
1478,35,Male,Dubai,Silver,Website,2023-06-05
1479,30,Male,Abu Dhabi,Silver,MobileApp,2025-01-10
1481,20,Female,Dubai,Silver,Store,2022-03-07
1483,20,Female,Dubai,Gold,Website,2024-01-25
1484,40,Male,Dubai,Silver,Store,2025-01-02
1490,60,Female,Dubai,Silver,Website,2023-09-16
1491,30,Male,Dubai,Silver,Amazon.ae,2025-04-30
1492,45,Female,Dubai,Silver,MobileApp,2021-03-13
1495,25,Male,Sharjah,Platinum,Website,2021-08-27
1500,30,Male,Sharjah,Silver,MobileApp,2022-12-14
1502,45,Female,Abu Dhabi,Gold,Noon,2022-10-04
1503,60,Male,Abu Dhabi,Silver,Noon,2024-03-23
1504,25,Female,Sharjah,Platinum,Store,2022-08-13
1505,40,Male,Sharjah,Silver,Store,2021-07-09
1506,40,Female,Dubai,Silver,Store,2023-03-23
1508,55,Male,Abu Dhabi,Silver,Amazon.ae,2024-03-23
1510,20,Female,Sharjah,Gold,Website,2022-09-17
1513,40,Female,Dubai,Silver,Store,2025-03-21
1516,45,Female,Sharjah,Silver,Store,2023-02-23
1518,30,Male,Abu Dhabi,Silver,MobileApp,2022-12-23
1521,18,Male,Dubai,Gold,Store,2023-04-27
1524,35,Male,Abu Dhabi,Silver,MobileApp,2023-09-23
1526,20,Male,Sharjah,Silver,Store,2024-01-30
1530,25,Female,Abu Dhabi,Silver,Store,2021-06-27
1532,55,Male,Dubai,Platinum,MobileApp,2021-11-08
1533,18,Female,Abu Dhabi,Gold,Website,2025-07-24
1536,40,Male,Abu Dhabi,Silver,Website,2024-08-04
1537,25,Male,Dubai,Silver,Amazon.ae,2025-08-04
1539,35,Female,Dubai,Platinum,Website,2024-11-25
1542,20,Male,Abu Dhabi,Gold,MobileApp,2025-02-02
1543,40,Male,Dubai,Platinum,Amazon.ae,2021-01-27
1545,35,Male,Dubai,Silver,Amazon.ae,2025-10-20
1548,35,Female,Dubai,Platinum,Amazon.ae,2022-05-16
1551,18,Female,Abu Dhabi,Gold,Amazon.ae,2021-11-21
1553,25,Female,Abu Dhabi,Gold,Website,2025-05-10
1555,25,Female,Dubai,Silver,Store,2021-10-12
1556,20,Male,Dubai,Silver,Store,2024-01-18
1557,40,Female,Dubai,Silver,MobileApp,2023-12-05
1559,18,Female,Abu Dhabi,Platinum,MobileApp,2022-05-13
1561,30,Male,Abu Dhabi,Silver,Store,2025-03-02
1562,25,Male,Abu Dhabi,Silver,Website,2025-05-21
1565,40,Female,Abu Dhabi,Gold,MobileApp,2023-08-06
1566,35,Female,Dubai,Gold,Website,2025-03-22
1569,25,Male,Dubai,Gold,Website,2025-07-17
1570,25,Female,Abu Dhabi,Gold,MobileApp,2024-04-05
1573,40,Female,Abu Dhabi,Gold,Store,2024-08-26
1577,25,Male,Dubai,Silver,Website,2021-12-09
1582,35,Female,Abu Dhabi,Silver,Website,2023-05-18
1584,35,Female,Dubai,Gold,Website,2024-11-25
1585,20,Female,Sharjah,Silver,Website,2021-06-20
1586,45,Male,Sharjah,Silver,MobileApp,2022-08-01
1587,30,Male,Abu Dhabi,Silver,Store,2021-03-09
1591,18,Male,Dubai,Gold,Store,2021-05-31
1594,35,Male,Abu Dhabi,Gold,Noon,2023-01-20
1595,40,Male,Sharjah,Silver,Website,2022-09-20
1596,40,Female,Abu Dhabi,Gold,Noon,2025-05-31
1602,30,Male,Dubai,Silver,MobileApp,2023-03-28
1606,18,Male,Dubai,Gold,Noon,2022-01-06
1614,18,Male,Sharjah,Silver,Store,2022-11-12
1615,40,Male,Dubai,Silver,Website,2024-03-11
1616,18,Male,Dubai,Silver,MobileApp,2025-02-17
1617,20,Female,Dubai,Gold,MobileApp,2025-01-01
1618,35,Male,Dubai,Silver,Store,2021-03-29
1619,25,Male,Sharjah,Gold,Website,2022-04-08
1623,40,Female,Dubai,Platinum,Website,2022-06-08
1625,40,Female,Abu Dhabi,Silver,Store,2021-09-01
1627,25,Male,Sharjah,Platinum,Store,2024-05-05
1632,35,Male,Sharjah,Silver,Store,2025-06-27
1633,30,Female,Abu Dhabi,Gold,Website,2024-08-06
1634,25,Female,Abu Dhabi,Gold,Store,2024-05-29
1637,18,Male,Dubai,Silver,Noon,2024-08-18
1638,20,Female,Abu Dhabi,Gold,Amazon.ae,2021-07-06
1640,35,Male,Dubai,Silver,Store,2024-12-06
1644,35,Male,Abu Dhabi,Gold,Store,2021-11-09
1645,25,Male,Dubai,Silver,Website,2023-03-30
1646,20,Male,Abu Dhabi,Silver,Website,2025-02-28
1647,40,Male,Abu Dhabi,Silver,Store,2021-01-22
1651,55,Male,Dubai,Silver,Noon,2023-12-25
1652,30,Male,Dubai,Gold,Store,2022-12-30
1657,25,Male,Dubai,Silver,Website,2021-07-31
1660,25,Female,Dubai,Gold,Store,2021-06-27
1661,40,Female,Abu Dhabi,Silver,Store,2024-12-17
1662,45,Female,Dubai,Platinum,Store,2023-07-20
1663,20,Male,Abu Dhabi,Silver,Store,2025-08-16
1665,30,Male,Dubai,Silver,Noon,2021-02-13
1666,45,Female,Abu Dhabi,Silver,Website,2024-12-25
1667,20,Female,Abu Dhabi,Platinum,MobileApp,2021-06-17
1670,25,Male,Dubai,Silver,Store,2021-12-03
1671,20,Female,Sharjah,Silver,MobileApp,2022-08-09
1674,25,Male,Dubai,Silver,Store,2021-01-16
1679,45,Male,Dubai,Silver,Store,2025-04-27
1682,18,Female,Abu Dhabi,Silver,Store,2021-11-02
1683,20,Male,Abu Dhabi,Gold,Website,2023-09-07
1685,25,Female,Abu Dhabi,Silver,Amazon.ae,2023-04-23
1688,25,Male,Dubai,Silver,Store,2021-12-27
1691,20,Female,Abu Dhabi,Silver,Website,2024-01-29
1692,25,Male,Dubai,Gold,Store,2024-01-19
1693,30,Male,Abu Dhabi,Gold,Store,2023-09-11
1694,25,Female,Dubai,Gold,Website,2024-06-23
1696,30,Female,Abu Dhabi,Silver,Noon,2022-12-25
1697,18,Male,Abu Dhabi,Platinum,MobileApp,2024-01-10
1698,30,Female,Sharjah,Silver,Amazon.ae,2021-04-25
1699,55,Female,Abu Dhabi,Silver,MobileApp,2021-10-03
1702,25,Female,Sharjah,Gold,Amazon.ae,2021-06-28
1703,40,Male,Sharjah,Gold,Store,2024-08-25
1704,40,Male,Dubai,Gold,Amazon.ae,2022-07-15
1705,30,Female,Dubai,Gold,Store,2022-05-24
1706,55,Female,Dubai,Silver,MobileApp,2021-09-17
1707,20,Female,Abu Dhabi,Silver,MobileApp,2021-10-19
1709,40,Male,Dubai,Silver,MobileApp,2021-10-18
1710,40,Male,Sharjah,Platinum,Store,2022-06-26
1716,30,Male,Dubai,Gold,Website,2022-04-25
1718,25,Male,Abu Dhabi,Silver,Amazon.ae,2022-01-16
1721,35,Male,Dubai,Silver,Store,2024-09-28
1725,45,Female,Abu Dhabi,Platinum,Website,2023-04-27
1727,40,Male,Sharjah,Silver,Website,2024-03-11
1729,25,Female,Abu Dhabi,Gold,MobileApp,2024-10-31
1730,25,Male,Sharjah,Platinum,MobileApp,2021-08-14
1731,18,Male,Sharjah,Silver,Store,2025-02-06
1732,20,Male,Sharjah,Silver,Store,2021-01-25
1735,35,Male,Dubai,Silver,Website,2021-04-05
1736,30,Male,Dubai,Silver,Store,2022-05-23
1739,50,Male,Dubai,Gold,MobileApp,2024-04-14
1740,40,Female,Dubai,Silver,Store,2022-10-06
1741,60,Female,Dubai,Gold,Website,2024-12-02
1742,30,Male,Abu Dhabi,Silver,Store,2022-05-05
1743,55,Female,Sharjah,Silver,Store,2022-04-04
1746,20,Male,Abu Dhabi,Silver,Store,2021-12-04
1747,20,Female,Dubai,Gold,Website,2023-08-21
1749,35,Male,Sharjah,Silver,Website,2024-05-21
1750,40,Female,Dubai,Silver,Store,2025-10-13
1751,30,Male,Dubai,Platinum,Amazon.ae,2021-12-11
1752,20,Female,Abu Dhabi,Silver,Store,2022-07-30
1754,35,Female,Dubai,Silver,Store,2025-03-28
1757,25,Male,Dubai,Silver,MobileApp,2024-06-25
1758,25,Male,Dubai,Silver,MobileApp,2025-07-06
1762,45,Female,Sharjah,Gold,Noon,2021-10-21
1765,20,Female,Dubai,Gold,MobileApp,2025-08-10
1767,35,Male,Dubai,Silver,Amazon.ae,2023-04-30
1768,25,Female,Abu Dhabi,Silver,MobileApp,2025-08-20
1769,20,Female,Abu Dhabi,Silver,Amazon.ae,2021-09-16
1771,30,Male,Abu Dhabi,Silver,Store,2024-03-27
1772,20,Male,Sharjah,Gold,Store,2025-02-26
1773,30,Male,Dubai,Silver,Website,2021-07-05
1779,30,Male,Dubai,Platinum,Amazon.ae,2023-08-08
1783,25,Female,Abu Dhabi,Silver,MobileApp,2022-06-09
1784,20,Male,Dubai,Gold,MobileApp,2021-07-19
1788,40,Male,Dubai,Silver,Store,2024-07-28
1789,45,Female,Abu Dhabi,Silver,Store,2024-03-27
1792,20,Female,Sharjah,Gold,Noon,2024-03-26
1793,55,Male,Dubai,Silver,Website,2022-03-01
1797,30,Male,Abu Dhabi,Silver,Store,2022-10-01
1798,25,Female,Sharjah,Gold,Store,2024-10-02
1800,30,Male,Sharjah,Silver,Amazon.ae,2023-10-09
1802,35,Male,Dubai,Gold,Store,2023-08-19
1803,60,Male,Abu Dhabi,Silver,MobileApp,2024-11-09
1805,40,Male,Abu Dhabi,Platinum,Store,2022-04-01
1806,50,Male,Dubai,Platinum,MobileApp,2022-09-16
1807,50,Female,Abu Dhabi,Silver,Website,2025-04-19
1808,55,Male,Dubai,Silver,Website,2024-01-09
1811,40,Female,Dubai,Silver,Website,2025-04-14
1812,20,Female,Dubai,Gold,Store,2025-02-21
1813,30,Male,Dubai,Silver,Store,2022-10-05
1814,35,Male,Abu Dhabi,Silver,MobileApp,2025-03-27
1816,35,Male,Abu Dhabi,Silver,Store,2022-07-28
1818,20,Male,Dubai,Silver,Website,2021-02-02
1820,40,Male,Dubai,Silver,Website,2023-07-10
1821,30,Male,Abu Dhabi,Silver,Website,2025-06-12
1822,18,Female,Sharjah,Gold,Store,2022-02-14
1823,18,Female,Dubai,Gold,Website,2025-04-02
1824,25,Female,Abu Dhabi,Silver,Amazon.ae,2023-10-20
1825,50,Male,Dubai,Gold,Store,2024-01-20
1827,35,Male,Dubai,Gold,Website,2021-10-26
1832,18,Male,Dubai,Silver,MobileApp,2022-11-21
1833,25,Female,Dubai,Silver,Store,2024-08-28
1834,18,Male,Dubai,Gold,MobileApp,2023-08-17
1835,30,Male,Dubai,Silver,MobileApp,2023-01-02
1836,35,Male,Dubai,Silver,Store,2022-11-16
1838,25,Female,Dubai,Silver,Website,2023-04-20
1841,60,Female,Sharjah,Silver,Store,2023-01-02
1842,18,Female,Dubai,Silver,Store,2023-03-15
1844,25,Female,Dubai,Gold,Store,2022-01-25
1845,25,Female,Sharjah,Gold,Noon,2023-01-30
1847,50,Male,Dubai,Platinum,Website,2023-08-30
1848,55,Male,Dubai,Silver,MobileApp,2023-12-31
1852,25,Male,Sharjah,Silver,Store,2024-10-16
1853,30,Male,Dubai,Silver,Store,2024-09-06
1855,35,Male,Dubai,Gold,MobileApp,2021-01-24
1856,20,Female,Dubai,Platinum,Store,2022-07-11
1858,50,Male,Abu Dhabi,Silver,Website,2022-02-07
1859,20,Male,Dubai,Silver,Store,2024-10-28
1860,30,Male,Dubai,Platinum,MobileApp,2024-08-02
1864,20,Male,Dubai,Silver,Website,2023-06-01
1866,25,Male,Sharjah,Silver,Store,2023-07-15
1867,55,Male,Abu Dhabi,Silver,Store,2024-05-27
1868,30,Female,Dubai,Silver,Store,2022-04-30
