date,store_id,sku_id,customer_id,quantity,unit_price,total_value,channel,discount_pct
2023-05-20,9,1106,,2,11.28,22.56,Store,0.0
2024-11-01,32,1128,267.0,1,26.58,26.58,MobileApp,0.0
2022-06-23,46,1102,4944.0,2,21.54,43.08,Store,0.0
2022-03-20,13,1015,3237.0,3,27.13,81.39,Store,0.0
2025-07-24,31,1158,3613.0,1,6.54,6.54,MobileApp,10.0
2021-10-20,28,1016,48.0,1,19.44,19.44,Noon,0.0
2024-01-26,13,1045,4302.0,4,120.03,480.12,Noon,15.0
2022-02-05,47,1165,4996.0,2,12.98,25.96,MobileApp,25.0
2021-04-13,44,1128,2282.0,3,19.93,59.79,Amazon.ae,25.0
2022-03-02,16,1153,2476.0,3,160.72,482.16,Store,0.0
2024-08-09,11,1014,1824.0,5,7.83,39.15,MobileApp,0.0
2025-05-18,11,1169,1657.0,1,6.09,6.09,Website,0.0
2023-04-01,26,1057,1448.0,2,21.55,43.1,Store,20.0
2024-10-01,46,1186,4146.0,3,5.46,16.38,Store,0.0
2025-05-23,4,1170,4448.0,3,21.3,63.9,MobileApp,0.0
2025-07-15,8,1023,1750.0,4,60.82,243.28,Store,0.0
2021-07-31,49,1045,1871.0,4,127.09,508.36,Website,10.0
2025-01-24,30,1071,4491.0,3,4.67,14.01,Website,15.0
2025-01-01,14,1070,835.0,2,42.19,84.38,Amazon.ae,0.0
2025-04-23,34,1052,1309.0,3,16.68,50.04,Store,0.0
2023-12-03,43,1115,155.0,5,44.22,221.1,Amazon.ae,0.0
2024-04-30,7,1101,198.0,3,24.92,74.76,Website,0.0
2024-05-29,14,1065,3134.0,4,177.83,711.32,Website,0.0
2025-05-19,37,1125,4069.0,1,26.97,26.97,Store,0.0
2025-01-13,39,1119,2127.0,6,30.66,183.96,Store,15.0
2021-12-17,12,1129,1302.0,2,152.84,305.68,Website,0.0
2021-04-07,25,1045,,1,141.21,141.21,Store,0.0
2024-01-27,38,1007,2659.0,3,57.17,171.51,Website,15.0
2024-10-05,37,1102,551.0,1,21.54,21.54,Store,0.0
2025-03-15,3,1199,1962.0,4,229.89,919.56,Store,0.0
2025-01-22,30,1025,178.0,4,7.21,28.84,MobileApp,15.0
2024-01-30,29,1162,1343.0,2,22.44,44.88,MobileApp,15.0
2021-07-22,48,1114,455.0,6,152.42,914.52,Amazon.ae,0.0
2023-07-21,45,1196,2226.0,1,29.94,29.94,Amazon.ae,0.0
2023-08-17,49,1098,3675.0,5,82.82,414.1,Website,20.0
2024-09-19,48,1053,4454.0,1,11.65,11.65,MobileApp,0.0
2021-08-30,32,1045,2804.0,4,127.09,508.36,Website,10.0
2025-08-03,5,1073,2261.0,3,108.34,325.02,Amazon.ae,10.0
2021-05-02,19,1121,,1,23.91,23.91,Store,25.0
2024-11-22,29,1075,1164.0,2,13.37,26.74,Website,0.0
2021-03-17,30,1051,2419.0,1,71.35,71.35,MobileApp,0.0
2022-10-31,19,1040,1191.0,3,84.68,254.04,Website,0.0
2022-01-08,15,1045,2558.0,1,105.91,105.91,Website,25.0
2025-03-01,37,1182,1121.0,3,9.81,29.43,Store,30.0
2021-08-17,16,1176,2442.0,2,6.15,12.3,Amazon.ae,10.0
2025-09-01,27,1062,2162.0,1,29.18,29.18,Website,0.0
2025-02-08,49,1196,820.0,6,25.45,152.7,Website,15.0
2023-06-15,19,1044,4182.0,1,21.79,21.79,Noon,0.0
2023-06-18,4,1089,,1,65.95,65.95,Store,0.0
2024-08-15,29,1047,518.0,5,36.11,180.55,MobileApp,0.0
2023-06-08,23,1194,4436.0,2,9.63,19.26,Website,0.0
2021-11-11,12,1050,2219.0,1,17.84,17.84,Store,0.0
2023-08-31,36,1158,3156.0,1,5.82,5.82,MobileApp,20.0
2024-02-18,49,1150,1011.0,5,113.17,565.85,MobileApp,15.0
2022-08-03,42,1096,2096.0,6,101.96,611.76,Noon,10.0
2023-03-30,27,1036,562.0,1,71.58,71.58,Website,20.0
2022-05-30,11,1013,,3,35.63,106.89,MobileApp,0.0
2022-03-27,5,1049,4997.0,1,118.16,118.16,Store,0.0
2023-12-15,39,1024,3536.0,1,8.79,8.79,MobileApp,0.0
2024-04-03,37,1008,,6,43.94,263.64,Website,0.0
2022-12-22,41,1005,,1,17.7,17.7,Noon,0.0
2021-02-24,26,1137,772.0,4,5.71,22.84,MobileApp,15.0
2025-04-30,30,1040,4891.0,2,84.68,169.36,Store,0.0
2025-05-04,32,1088,,1,21.16,21.16,Store,0.0
2025-01-11,29,1078,1882.0,3,179.73,539.19,MobileApp,0.0
2024-03-28,39,1134,1838.0,4,11.76,47.04,Website,15.0
2023-05-11,9,1020,3058.0,2,9.96,19.92,Store,0.0
2024-09-20,31,1141,3087.0,1,8.45,8.45,Website,0.0
2021-08-27,32,1053,3959.0,4,11.65,46.6,MobileApp,0.0
2022-07-06,32,1081,,4,9.05,36.2,Noon,10.0
2025-06-15,2,1191,3412.0,1,9.9,9.9,Store,0.0
2025-07-02,43,1134,3099.0,5,12.45,62.25,Store,10.0
2023-02-19,40,1022,3015.0,3,54.82,164.46,Store,0.0
2023-01-26,11,1074,20.0,6,53.27,319.62,Store,15.0
2021-02-24,4,1181,2539.0,6,32.82,196.92,Store,15.0
2023-08-20,48,1024,3253.0,3,8.79,26.37,Store,0.0
2021-05-08,25,1149,192.0,3,77.68,233.04,Website,25.0
2025-10-16,4,1157,4147.0,3,14.63,43.89,Store,0.0
2022-05-02,23,1050,,5,13.38,66.9,Store,25.0
2025-02-08,36,1054,4556.0,4,9.86,39.44,Website,0.0
2021-08-31,4,1076,2186.0,3,22.42,67.26,MobileApp,0.0
2025-01-13,42,1029,,6,23.72,142.32,Website,15.0
2023-10-14,24,1050,3842.0,1,17.84,17.84,Store,0.0
2021-02-24,21,1162,1591.0,4,26.4,105.6,MobileApp,0.0
2023-09-05,33,1043,1553.0,2,23.45,46.9,Store,0.0
2025-03-10,16,1064,1399.0,5,17.68,88.4,Website,0.0
2025-08-16,1,1065,3881.0,6,160.05,960.3,Website,10.0
2024-01-21,10,1002,3938.0,2,13.73,27.46,Store,0.0
2023-05-09,7,1073,4386.0,3,120.38,361.14,Store,0.0
2024-09-15,4,1099,3310.0,2,49.84,99.68,Store,0.0
2024-01-02,1,1020,3190.0,1,8.47,8.47,Store,15.0
2025-10-30,34,1091,,1,8.74,8.74,Store,0.0
2024-11-10,38,1055,3974.0,2,11.14,22.28,Amazon.ae,0.0
2024-05-12,45,1028,61.0,1,41.78,41.78,Store,0.0
2023-04-09,26,1158,,3,7.27,21.81,Website,0.0
2023-12-18,16,1166,,2,49.32,98.64,Store,0.0
2021-01-06,17,1167,4194.0,2,44.15,88.3,Store,0.0
2022-05-22,30,1127,2355.0,1,20.43,20.43,Noon,0.0
2023-01-11,15,1186,545.0,6,5.46,32.76,Noon,0.0
2024-04-14,46,1074,3564.0,3,62.67,188.01,Website,0.0
2021-02-09,40,1169,,2,5.18,10.36,Store,15.0
2021-06-26,24,1192,1398.0,1,21.97,21.97,Noon,0.0
2025-01-08,47,1164,,2,166.8,333.6,Store,15.0
2023-12-13,12,1099,4128.0,2,49.84,99.68,Store,0.0
2021-09-30,43,1192,3852.0,4,21.97,87.88,Store,0.0
2023-10-21,47,1088,1179.0,2,21.16,42.32,Store,0.0
2021-02-03,35,1107,,1,136.65,136.65,Website,15.0
2024-03-30,15,1116,,4,66.4,265.6,Website,15.0
2021-09-25,40,1097,3354.0,1,2.61,2.61,Store,0.0
2021-01-25,39,1066,2841.0,4,49.78,199.12,Store,0.0
2023-10-16,18,1038,527.0,1,99.28,99.28,Store,0.0
2021-01-17,2,1131,,2,19.95,39.9,Amazon.ae,15.0
2023-05-02,21,1154,3780.0,2,15.89,31.78,Website,0.0
2023-07-10,28,1046,3147.0,2,46.55,93.1,Website,20.0
2025-04-11,37,1002,1661.0,2,13.73,27.46,Website,0.0
2023-10-02,21,1143,3590.0,2,17.21,34.42,Website,0.0
2023-06-29,22,1175,1387.0,4,59.84,239.36,MobileApp,0.0
2023-03-14,34,1083,3949.0,3,13.88,41.64,Amazon.ae,0.0
2022-07-23,30,1176,,1,6.83,6.83,Website,0.0
2021-07-31,35,1192,1495.0,3,19.77,59.31,Website,10.0
2025-01-11,12,1022,,2,54.82,109.64,Website,0.0
2022-05-05,11,1082,,1,44.66,44.66,Store,0.0
2024-10-27,27,1062,2926.0,4,29.18,116.72,MobileApp,0.0
2023-01-08,50,1099,2553.0,3,49.84,149.52,MobileApp,0.0
2025-06-01,4,1124,3863.0,3,23.62,70.86,Store,0.0
2023-07-08,11,1115,1573.0,5,44.22,221.1,Website,0.0
2025-08-29,18,1067,2224.0,2,44.61,89.22,Store,10.0
2022-12-23,37,1121,3464.0,2,31.88,63.76,Website,0.0
2021-11-24,36,1078,3796.0,1,179.73,179.73,Store,0.0
2023-09-12,9,1029,4337.0,2,27.9,55.8,MobileApp,0.0
2024-07-07,3,1096,4114.0,1,101.96,101.96,Store,10.0
2024-12-27,39,1105,131.0,2,17.04,34.08,Store,0.0
2024-02-16,11,1130,319.0,3,16.86,50.58,Website,0.0
2022-09-22,17,1140,3194.0,1,35.85,35.85,Website,0.0
2024-12-21,38,1051,3119.0,2,71.35,142.7,Store,0.0
2025-02-11,22,1163,,3,37.39,112.17,Website,0.0
2023-09-30,29,1108,,1,39.32,39.32,Store,0.0
2021-01-15,50,1004,,4,21.1,84.4,Store,15.0
2023-08-05,38,1165,,2,13.84,27.68,Website,20.0
2021-01-09,21,1071,2106.0,3,5.49,16.47,MobileApp,0.0
2025-10-31,24,1115,725.0,1,44.22,44.22,MobileApp,0.0
2022-06-23,2,1086,794.0,2,15.06,30.12,Website,0.0
2021-03-15,40,1167,4748.0,1,44.15,44.15,Store,0.0
2024-08-02,20,1157,,6,13.17,79.02,Website,10.0
2025-02-22,41,1052,516.0,2,14.18,28.36,Website,15.0
2024-12-24,23,1089,4129.0,4,65.95,263.8,Store,0.0
2022-03-17,35,1161,3281.0,1,82.66,82.66,Website,0.0
2023-01-05,21,1129,1203.0,4,129.91,519.64,Website,15.0
2023-08-26,29,1054,,5,7.89,39.45,Noon,20.0
2022-06-15,30,1161,4269.0,2,82.66,165.32,Store,0.0
2023-07-22,14,1148,,1,42.89,42.89,Store,20.0
2021-04-09,34,1168,1054.0,4,19.12,76.48,Store,0.0
2022-05-26,20,1153,2074.0,2,160.72,321.44,Store,0.0
2023-12-23,39,1117,2952.0,1,9.94,9.94,Amazon.ae,0.0
2023-02-25,1,1043,1845.0,6,19.93,119.58,Store,15.0
2022-12-03,17,1019,352.0,3,190.67,572.01,Store,10.0
2022-02-27,23,1038,2449.0,1,74.46,74.46,Noon,25.0
2024-09-17,33,1183,2283.0,3,133.79,401.37,Store,0.0
2024-05-18,2,1045,,3,141.21,423.63,MobileApp,0.0
2024-06-30,48,1014,,3,7.83,23.49,Store,0.0
2022-08-12,34,1021,2468.0,5,25.95,129.75,Amazon.ae,10.0
2023-01-30,33,1187,3199.0,1,60.65,60.65,Website,15.0
2022-02-24,50,1040,1623.0,1,84.68,84.68,Store,0.0
2022-10-28,15,1198,3920.0,2,25.91,51.82,Website,0.0
2024-05-02,10,1176,778.0,4,6.83,27.32,Website,0.0
2025-04-20,47,1060,4175.0,1,37.82,37.82,Store,0.0
2024-07-28,27,1033,3564.0,5,29.2,146.0,Website,10.0
2022-03-30,2,1124,1633.0,4,23.62,94.48,Store,0.0
2025-02-04,33,1147,4896.0,3,17.63,52.89,MobileApp,15.0
2025-06-18,24,1017,3824.0,1,43.23,43.23,Store,0.0
2021-06-26,30,1032,1783.0,4,15.16,60.64,Store,0.0
2022-05-12,4,1176,290.0,2,6.83,13.66,Store,0.0
2022-08-25,44,1066,647.0,6,44.8,268.8,MobileApp,10.0
2023-10-28,18,1185,,3,77.39,232.17,Website,0.0
2022-08-04,42,1185,,2,69.65,139.3,Website,10.0
2022-02-13,44,1082,3831.0,2,33.49,66.98,Amazon.ae,25.0
2024-06-22,32,1139,,2,22.71,45.42,Website,0.0
2025-08-08,6,1100,637.0,6,16.39,98.34,Store,10.0
2021-02-27,33,1104,2813.0,3,17.95,53.85,Store,15.0
2023-09-20,6,1082,1417.0,1,44.66,44.66,Amazon.ae,0.0
2021-02-02,22,1048,,3,11.79,35.37,Website,15.0
2021-12-25,47,1124,,1,23.62,23.62,Store,0.0
2025-08-25,24,1197,1985.0,4,17.58,70.32,Store,0.0
2023-03-28,4,1111,907.0,1,12.56,12.56,Website,0.0
2022-09-08,34,1164,,2,196.24,392.48,Website,0.0
2022-12-26,21,1166,1506.0,2,49.32,98.64,Website,0.0
2024-12-27,45,1193,,3,13.87,41.61,Amazon.ae,0.0
2022-01-29,28,1133,,1,33.85,33.85,Store,0.0
2025-01-26,45,1180,1824.0,1,8.4,8.4,Store,0.0
2021-01-04,25,1025,3024.0,1,7.21,7.21,Website,15.0
2022-06-03,11,1159,1362.0,2,178.08,356.16,Store,0.0
2025-10-26,11,1070,19.0,1,42.19,42.19,Website,0.0
2024-01-24,13,1140,4092.0,5,35.85,179.25,Amazon.ae,0.0
2024-10-14,42,1072,3989.0,1,238.26,238.26,MobileApp,0.0
2021-05-12,28,1081,2856.0,3,7.54,22.62,Website,25.0
2022-06-11,47,1003,3539.0,2,12.0,24.0,Website,0.0
2025-02-28,49,1188,,1,20.38,20.38,MobileApp,0.0
2023-02-28,47,1119,1746.0,1,36.07,36.07,Store,0.0
2025-10-25,19,1081,,2,10.06,20.12,Store,0.0
2024-07-04,45,1158,3223.0,6,7.27,43.62,Store,0.0
2021-02-27,50,1072,,4,238.26,953.04,Website,0.0
2025-04-01,31,1146,,2,14.2,28.4,MobileApp,30.0
2021-11-08,20,1118,511.0,3,23.7,71.1,MobileApp,0.0
2023-05-05,4,1118,3048.0,3,23.7,71.1,Website,0.0
2021-11-14,15,1146,,1,20.29,20.29,Store,0.0
2022-06-19,28,1099,4870.0,2,49.84,99.68,Store,0.0
2024-09-14,23,1103,1265.0,3,38.39,115.17,Amazon.ae,0.0
2023-06-13,35,1151,4948.0,1,142.73,142.73,Store,0.0
2025-03-18,31,1021,,2,20.18,40.36,Website,30.0
2025-03-24,21,1038,4280.0,4,69.5,278.0,Amazon.ae,30.0
2025-08-02,20,1155,378.0,4,20.59,82.36,MobileApp,10.0
2024-02-29,36,1043,1417.0,3,23.45,70.35,Website,0.0
2022-09-10,2,1062,2578.0,1,29.18,29.18,Store,0.0
2025-03-28,39,1059,,2,21.23,42.46,MobileApp,0.0
2023-03-22,10,1104,923.0,3,21.12,63.36,Store,0.0
2022-10-27,37,1070,,3,42.19,126.57,Store,0.0
2022-05-31,18,1161,9.0,1,82.66,82.66,Website,0.0
2021-12-09,10,1139,3529.0,1,22.71,22.71,Store,0.0
2023-01-15,29,1048,3954.0,6,11.79,70.74,Website,15.0
2024-09-29,23,1007,2123.0,2,67.26,134.52,Store,0.0
2024-05-24,23,1051,,2,71.35,142.7,Store,0.0
2023-05-04,37,1188,2153.0,2,20.38,40.76,Store,0.0
2022-08-11,36,1042,2931.0,3,44.9,134.7,Amazon.ae,0.0
2023-09-09,27,1078,4776.0,2,179.73,359.46,MobileApp,0.0
2021-02-08,13,1156,2191.0,5,28.86,144.3,Website,15.0
2022-05-25,25,1137,3152.0,3,6.72,20.16,Store,0.0
2025-06-03,2,1153,2405.0,1,160.72,160.72,Website,0.0
2022-12-24,47,1055,4538.0,1,11.14,11.14,Website,0.0
2022-03-22,28,1161,1282.0,2,82.66,165.32,Amazon.ae,0.0
2021-01-30,8,1035,,1,208.57,208.57,MobileApp,15.0
2024-10-23,9,1028,3441.0,1,41.78,41.78,Website,0.0
2023-05-10,38,1149,,2,103.58,207.16,Store,0.0
2022-07-06,46,1008,,3,43.94,131.82,Amazon.ae,0.0
2024-08-02,30,1117,2030.0,3,8.95,26.85,Amazon.ae,10.0
2023-12-04,10,1190,,1,20.26,20.26,Website,0.0
2023-03-11,25,1043,1998.0,1,23.45,23.45,Noon,0.0
2024-02-04,35,1001,4070.0,3,139.88,419.64,Store,15.0
2025-01-28,31,1158,,3,6.18,18.54,Store,15.0
2022-11-02,23,1180,1747.0,2,8.4,16.8,Store,0.0
2023-07-08,31,1109,,5,29.11,145.55,MobileApp,20.0
2021-09-05,49,1120,2218.0,3,46.44,139.32,Store,0.0
2022-04-02,46,1111,3192.0,6,9.42,56.52,Store,25.0
2021-01-30,18,1145,2446.0,4,11.46,45.84,Amazon.ae,0.0
2022-04-19,36,1073,3642.0,5,120.38,601.9,Amazon.ae,0.0
2022-01-11,22,1122,1638.0,1,31.6,31.6,Store,0.0
2025-03-15,15,1068,1141.0,3,95.09,285.27,MobileApp,0.0
2024-03-24,19,1081,613.0,2,8.55,17.1,Website,15.0
2022-04-15,40,1043,2251.0,5,23.45,117.25,MobileApp,0.0
2024-11-07,28,1044,3334.0,2,21.79,43.58,Website,0.0
2024-02-13,5,1173,2622.0,6,163.58,981.48,Website,0.0
2023-10-07,32,1151,2911.0,1,142.73,142.73,Store,0.0
2021-01-04,20,1084,4953.0,1,40.71,40.71,Store,15.0
2023-05-19,39,1042,2535.0,1,44.9,44.9,Store,0.0
2025-09-10,18,1078,3127.0,2,179.73,359.46,Store,0.0
2024-11-24,33,1184,1688.0,1,22.41,22.41,Website,0.0
2021-01-18,46,1007,4629.0,1,67.26,67.26,Noon,0.0
2024-08-06,22,1057,3553.0,5,24.25,121.25,MobileApp,10.0
2025-01-26,21,1121,208.0,5,31.88,159.4,Store,0.0
2021-01-29,17,1040,,2,84.68,169.36,Website,0.0
2023-08-14,4,1159,,6,142.46,854.76,Store,20.0
2021-12-26,9,1010,2294.0,3,16.43,49.29,Website,0.0
2023-10-26,35,1091,1079.0,1,8.74,8.74,Website,0.0
2023-10-20,15,1094,1602.0,2,23.5,47.0,Website,0.0
2024-03-17,6,1173,2822.0,2,139.04,278.08,Website,15.0
2025-03-01,42,1035,2706.0,3,171.77,515.31,MobileApp,30.0
2023-08-27,44,1056,2264.0,3,5.98,17.94,Website,0.0
2022-10-19,9,1087,3525.0,2,9.42,18.84,Amazon.ae,0.0
2023-07-27,22,1022,,4,43.86,175.44,MobileApp,20.0
2024-10-26,18,1137,2348.0,1,6.72,6.72,Store,0.0
2023-05-27,8,1161,1000.0,4,82.66,330.64,MobileApp,0.0
2025-02-25,11,1132,890.0,4,29.56,118.24,Store,15.0
2021-03-08,28,1041,319.0,4,13.76,55.04,Website,0.0
2023-09-10,47,1159,3303.0,3,178.08,534.24,Store,0.0
2025-01-30,8,1059,2868.0,3,18.05,54.15,Website,15.0
2022-09-29,6,1039,145.0,3,25.91,77.73,Website,0.0
2021-04-14,21,1116,3223.0,4,78.12,312.48,MobileApp,0.0
2024-01-01,27,1120,1173.0,1,39.47,39.47,MobileApp,15.0
2021-01-24,3,1022,1524.0,1,46.6,46.6,MobileApp,15.0
2023-02-06,7,1051,106.0,3,71.35,214.05,Website,0.0
2023-09-29,17,1113,,1,25.29,25.29,Website,0.0
2023-07-19,50,1120,,4,37.15,148.6,Amazon.ae,20.0
2021-03-12,46,1009,2875.0,1,90.95,90.95,Noon,0.0
2022-11-13,16,1015,676.0,1,27.13,27.13,Store,0.0
2022-04-14,2,1143,4600.0,1,12.91,12.91,Store,25.0
2023-04-13,13,1016,2184.0,4,15.55,62.2,Website,20.0
2024-06-06,40,1080,772.0,2,22.25,44.5,MobileApp,0.0
2021-07-06,13,1148,1119.0,3,48.25,144.75,Store,10.0
2021-06-05,50,1041,2226.0,1,13.76,13.76,Store,0.0
2023-05-10,4,1095,4706.0,2,20.92,41.84,Website,0.0
2022-01-23,2,1112,3616.0,3,7.78,23.34,Website,25.0
2024-12-21,46,1192,,2,21.97,43.94,Store,0.0
2021-01-06,37,1160,3869.0,6,6.18,37.08,Store,0.0
2021-03-07,46,1054,,2,9.86,19.72,Amazon.ae,0.0
2025-01-17,39,1059,3083.0,2,21.23,42.46,Store,0.0
2022-04-12,36,1164,1841.0,3,147.18,441.54,Website,25.0
2022-06-14,40,1090,3164.0,3,36.54,109.62,Store,0.0
2021-05-13,36,1022,1885.0,5,43.86,219.3,MobileApp,20.0
2022-11-04,26,1151,2900.0,1,142.73,142.73,Amazon.ae,0.0
2022-07-17,45,1056,4006.0,6,5.38,32.28,Store,10.0
2025-05-22,36,1002,2837.0,3,13.73,41.19,Store,0.0
2021-12-24,15,1113,,2,25.29,50.58,Store,0.0
2023-01-05,31,1066,3830.0,6,49.78,298.68,Amazon.ae,0.0
2023-10-07,45,1042,2174.0,4,44.9,179.6,Noon,0.0
2025-05-05,27,1167,4040.0,3,44.15,132.45,Store,0.0
2023-04-12,7,1012,,1,11.28,11.28,Amazon.ae,20.0
2024-12-15,23,1119,,1,36.07,36.07,Website,0.0
2021-08-11,19,1008,,3,43.94,131.82,Website,0.0
2021-06-27,4,1079,,1,5.2,5.2,Website,0.0
2025-01-24,38,1184,380.0,3,22.41,67.23,Amazon.ae,0.0
2021-09-17,18,1179,4065.0,1,28.84,28.84,MobileApp,0.0
2021-12-18,47,1158,,1,7.27,7.27,Store,0.0
2023-11-12,2,1170,1177.0,2,21.3,42.6,Store,0.0
2022-01-18,8,1113,967.0,4,25.29,101.16,Store,0.0
2021-02-08,39,1103,4908.0,5,38.39,191.95,Website,0.0
2021-02-21,1,1146,1008.0,1,20.29,20.29,MobileApp,0.0
2024-05-26,30,1192,4187.0,1,21.97,21.97,Website,0.0
2022-04-19,20,1141,3060.0,6,8.45,50.7,Store,0.0
2025-06-11,14,1088,,2,21.16,42.32,Store,0.0
2025-07-08,21,1081,1920.0,4,10.06,40.24,Store,0.0
2024-12-27,44,1095,4788.0,2,20.92,41.84,Website,0.0
2023-08-16,39,1104,,6,21.12,126.72,Website,0.0
2022-06-19,34,1010,3021.0,2,16.43,32.86,Store,0.0
2023-04-07,41,1104,3062.0,1,21.12,21.12,Noon,0.0
2024-10-31,25,1118,,2,23.7,47.4,Website,0.0
2022-01-02,22,1155,,3,22.88,68.64,MobileApp,0.0
2021-12-11,15,1159,4791.0,1,178.08,178.08,Store,0.0
2024-08-23,18,1014,,2,7.83,15.66,Website,0.0
2024-06-12,40,1142,646.0,1,15.64,15.64,Store,0.0
2021-08-08,46,1061,114.0,3,53.82,161.46,Store,0.0
2021-12-01,44,1143,4444.0,5,13.77,68.85,Amazon.ae,20.0
2021-12-28,40,1199,53.0,3,229.89,689.67,Store,0.0
2022-07-20,9,1038,158.0,1,89.35,89.35,Website,10.0
2021-06-26,11,1053,1288.0,3,11.65,34.95,Store,0.0
2023-08-12,20,1146,1961.0,3,20.29,60.87,MobileApp,0.0
2023-05-26,46,1172,4685.0,4,113.45,453.8,Website,0.0
2024-01-07,16,1156,1788.0,5,33.95,169.75,Store,0.0
2022-05-07,15,1074,,1,62.67,62.67,Store,0.0
2025-09-14,24,1101,,1,24.92,24.92,MobileApp,0.0
2022-07-20,15,1142,4648.0,4,15.64,62.56,MobileApp,0.0
2025-08-05,36,1074,2445.0,5,56.4,282.0,Store,10.0
2025-06-25,34,1026,605.0,2,5.7,11.4,Store,0.0
2022-05-07,50,1020,3024.0,1,9.96,9.96,Website,0.0
2024-06-04,6,1096,3512.0,3,113.29,339.87,Store,0.0
2021-06-25,24,1187,1296.0,2,71.35,142.7,MobileApp,0.0
2025-06-23,46,1161,3999.0,2,82.66,165.32,Website,0.0
2021-05-07,21,1101,,2,18.69,37.38,Website,25.0
2025-01-18,7,1074,,1,53.27,53.27,MobileApp,15.0
2025-01-25,1,1112,399.0,3,10.38,31.14,Website,0.0
2025-01-29,29,1062,3538.0,6,29.18,175.08,Store,0.0
2021-07-12,10,1112,3276.0,5,10.38,51.9,Store,0.0
2025-10-02,3,1091,,1,8.74,8.74,Store,0.0
2024-03-02,13,1098,,1,103.53,103.53,Noon,0.0
2023-12-31,34,1002,4332.0,2,13.73,27.46,Store,0.0
2022-07-06,36,1145,,4,10.31,41.24,MobileApp,10.0
2022-08-20,2,1098,818.0,5,93.18,465.9,MobileApp,10.0
2024-07-28,5,1069,2207.0,2,38.3,76.6,Amazon.ae,0.0
2024-02-05,12,1120,3749.0,3,39.47,118.41,MobileApp,15.0
2023-01-15,18,1030,2581.0,4,18.73,74.92,MobileApp,15.0
2021-05-31,10,1043,3278.0,3,23.45,70.35,Website,0.0
2023-06-16,45,1145,,4,11.46,45.84,Store,0.0
2021-01-28,38,1131,312.0,5,23.47,117.35,Store,0.0
2025-03-12,7,1156,,2,33.95,67.9,MobileApp,0.0
2024-06-19,31,1025,3928.0,2,5.94,11.88,Store,30.0
2024-03-18,17,1168,3034.0,1,19.12,19.12,Website,0.0
2025-03-14,44,1192,3834.0,1,15.38,15.38,Store,30.0
2022-05-04,5,1064,3603.0,2,17.68,35.36,Store,0.0
2024-11-17,46,1071,3204.0,3,5.49,16.47,Store,0.0
2022-06-26,25,1188,2087.0,1,20.38,20.38,Website,0.0
2023-05-01,35,1001,3571.0,3,164.56,493.68,Website,0.0
2024-02-19,37,1176,4821.0,3,5.81,17.43,MobileApp,15.0
2021-10-01,20,1183,2916.0,3,133.79,401.37,MobileApp,0.0
2021-08-17,32,1152,1696.0,5,48.55,242.75,MobileApp,10.0
2025-06-19,40,1094,367.0,3,23.5,70.5,Amazon.ae,0.0
2021-02-02,13,1120,1455.0,3,39.47,118.41,Website,15.0
2021-05-10,31,1078,,1,134.8,134.8,Store,25.0
2024-06-10,28,1020,,1,9.96,9.96,MobileApp,0.0
2023-02-16,38,1037,1821.0,3,151.78,455.34,Website,15.0
2022-12-05,43,1054,3676.0,3,9.86,29.58,Store,0.0
2024-02-24,22,1139,1987.0,1,19.3,19.3,Store,15.0
2024-10-02,20,1039,,1,25.91,25.91,Amazon.ae,0.0
2021-03-09,22,1171,2554.0,2,41.67,83.34,Website,0.0
2023-05-31,31,1139,661.0,3,22.71,68.13,Store,0.0
2021-12-25,15,1059,378.0,2,21.23,42.46,Website,0.0
2023-09-09,42,1104,4634.0,4,21.12,84.48,Website,0.0
2023-10-17,46,1179,4109.0,1,28.84,28.84,Noon,0.0
2025-06-29,5,1149,3392.0,3,103.58,310.74,Store,0.0
2025-07-30,28,1036,3938.0,4,80.53,322.12,Amazon.ae,10.0
2024-08-18,16,1021,,3,28.83,86.49,Store,0.0
2023-02-25,2,1197,767.0,6,14.94,89.64,Website,15.0
2022-01-07,1,1171,4614.0,2,41.67,83.34,Website,0.0
2021-10-23,30,1073,1088.0,1,120.38,120.38,Website,0.0
2021-06-01,13,1100,527.0,1,18.21,18.21,MobileApp,0.0
2023-05-10,2,1076,1789.0,1,22.42,22.42,Website,0.0
2022-08-18,13,1099,3969.0,6,44.86,269.16,Website,10.0
2021-05-01,35,1056,848.0,3,5.98,17.94,Website,0.0
2021-01-23,30,1115,3417.0,1,44.22,44.22,Website,0.0
2025-04-06,28,1041,997.0,1,13.76,13.76,Website,0.0
2025-01-16,5,1012,455.0,6,14.1,84.6,Store,0.0
2025-07-09,25,1080,1338.0,1,22.25,22.25,Website,0.0
2025-05-11,50,1064,1757.0,4,17.68,70.72,Amazon.ae,0.0
2022-07-28,50,1174,,5,216.76,1083.8,Amazon.ae,10.0
2025-05-20,4,1165,2707.0,1,17.3,17.3,Website,0.0
2022-11-28,37,1082,,1,44.66,44.66,Store,0.0
2021-01-10,40,1059,,4,18.05,72.2,Store,15.0
2024-04-11,44,1081,2622.0,5,8.05,40.25,MobileApp,20.0
2024-10-29,43,1091,864.0,4,8.74,34.96,Website,0.0
2023-09-19,20,1044,4964.0,2,21.79,43.58,Store,0.0
2023-10-06,19,1118,3406.0,1,23.7,23.7,Store,0.0
2025-09-02,44,1071,,1,5.49,5.49,Store,0.0
2025-01-10,44,1172,4858.0,2,96.43,192.86,MobileApp,15.0
